PName,Yseason,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,VHI,SMCI,EVI,GNDVI,SAVI,SR,EDI,TCI,albedo,Yield,CWP,ETa,LST
CP1532,SS2022,0.47190835,0.45970415,0.45342085,0.4843,0.48134165,0.51075,0.5427625,0.51737915,0.56597085,0.21589583,0.107325,0.4847875,0.36020833,0.021265311,0.16740681,0.120475225,0.07741058,0.068726964,0.04582131,0.047262546,0.011412302,0.15897436,4.2044126,4.426565,94.98139,36.35
CP1533,SS2022,0.4933125,0.4746125,0.470975,0.51007915,0.5093875,0.53824585,0.57379585,0.5353,0.59947915,0.22482083,0.1075625,0.51549165,0.39249167,0.00193948,0.13671748,0.5684201,0.07666288,0.04938003,0.03292229,0.032596886,-0.000713391,0.24043371,2.9090945,5.3195534,54.69104,36.35
CP1534,SS2022,0.49193335,0.50294585,0.4880875,0.52152085,0.51553335,0.540925,0.57249165,0.55602085,0.591875,0.22019583,0.10754584,0.50734165,0.37855833,0.03688981,0.17997767,-0.15808466,0.07607644,0.06527523,0.043519776,0.049912803,0.02070776,0.2336253,3.141716,5.180555,60.688038,35.83
CP1535,SS2022,0.445075,0.4395625,0.42927915,0.45932915,0.46182085,0.49406665,0.52841665,0.49689585,0.55345415,0.20685833,0.107425,0.47537085,0.35299167,0.005163634,0.15143193,-0.953885,0.08558385,0.07740199,0.05160499,0.045431286,0.004880419,0.17976955,3.9908933,4.591576,86.933876,35.83
CP1536,SS2022,0.41922915,0.40523333,0.40925417,0.46382085,0.46234165,0.48987915,0.52312915,0.49049165,0.5423875,0.20157084,0.1076,0.50215,0.388325,-0.024415271,0.10152335,0.38637665,0.10084657,0.048792142,0.032530166,0.034005966,0.002233909,0.18099275,3.8731453,4.668076,82.98157,35.83
CP1537,SS2022,0.43495835,0.41795,0.42427915,0.48115835,0.48278335,0.51720415,0.555125,0.51696665,0.57733335,0.20360834,0.10760834,0.53704585,0.41655835,-0.027302785,0.0981198,0.42897728,0.11427967,0.06321897,0.042148557,0.03922334,0.000792377,0.14958718,4.335744,4.3254457,100.23979,35.83
CP1539,SS2022,0.4366125,0.4309125,0.4264125,0.46903335,0.4759,0.50598335,0.54250415,0.511575,0.56739585,0.203775,0.1074875,0.51513335,0.3844125,-0.013380537,0.12864706,-0.003739132,0.105133116,0.07701657,0.051347602,0.041274294,0.007023501,0.24785443,2.8249233,5.408027,52.24076,34.61
CP1540,SS2022,0.42469165,0.40095833,0.39343333,0.42901665,0.431,0.47609585,0.51831665,0.47272085,0.550525,0.19741666,0.1074625,0.4654625,0.34830417,-0.007651507,0.13426378,0.07333993,0.10840707,0.09600396,0.06400743,0.058030922,-0.000553447,0.22414403,3.6179102,5.7955427,62.442375,34.61
CP1541,SS2022,0.427975,0.41103335,0.4037125,0.4103375,0.4317625,0.51153335,0.5602,0.5260625,0.58937915,0.20682083,0.10745416,0.44219585,0.31418333,0.08013922,0.2525796,0.6667536,0.16979736,0.26252714,0.17503181,0.12967338,0.015387894,0.2122273,4.7944497,6.6771054,71.8112,33.78
CP1542,SS2022,0.4104,0.3990625,0.3897,0.40029167,0.412,0.45795,0.494675,0.48076665,0.5106625,0.1937125,0.10726666,0.3939375,0.281925,0.10224099,0.2643017,0.36851963,0.13618112,0.19661652,0.13108891,0.10465254,0.033783294,0.17245632,4.882954,5.560294,87.91377,33.78
CP1543,SS2022,0.38595417,0.36876667,0.36006667,0.3688,0.381625,0.43737915,0.47605415,0.44262915,0.49410835,0.18367084,0.10689166,0.3813375,0.27294583,0.06840814,0.23030734,0.35155874,0.12462341,0.18034609,0.120240934,0.092217855,0.005895761,0.13915789,4.5246177,4.225984,107.06916,33.78
CP1544,SS2022,0.41605,0.3866125,0.3804625,0.40465,0.40644167,0.44242085,0.4785125,0.44673335,0.50071665,0.1932875,0.1065875,0.41315415,0.30713333,0.032246478,0.17829278,-0.030455701,0.0944675,0.0979349,0.06529522,0.061847657,0.013021329,0.132607,4.5791406,4.1834054,109.459656,33.78
CP1545,SS2022,0.40966665,0.387,0.37881667,0.40309167,0.4020875,0.43995415,0.47389165,0.44185835,0.49826665,0.192575,0.10634584,0.41165,0.3069125,0.018405532,0.16133693,-1.4008821,0.09114346,0.09668526,0.06446254,0.060538683,0.003294019,0.13381936,4.586378,4.19545,109.318085,33.04
CP1546,SS2022,0.41334165,0.3952375,0.38853333,0.40334167,0.4154625,0.47297915,0.5158125,0.48702915,0.54240415,0.19855834,0.10627916,0.4270125,0.3096875,0.063985854,0.22361892,-0.5684796,0.13932824,0.19819169,0.13213868,0.10383516,0.019270327,0.20477812,4.825678,6.405419,75.33704,33.04
CP1547,SS2022,0.42837915,0.41520415,0.40456667,0.4131,0.42685415,0.48895835,0.53228335,0.5102125,0.55750835,0.2040375,0.106375,0.43605835,0.31146667,0.07792037,0.24486011,5.536983,0.14754783,0.22249284,0.14834024,0.117531784,0.028250914,0.17117552,5.2667056,5.6646156,92.99974,33.04
CP1548,SS2022,0.44161665,0.43983335,0.42737915,0.45567085,0.4579375,0.49535835,0.53034165,0.50491665,0.55615835,0.2119375,0.10652084,0.46987085,0.34541667,0.01364443,0.16357228,0.5094103,0.099768095,0.09711462,0.06474774,0.05784398,0.007519667,0.14650273,4.4328525,4.3017817,103.04718,33.04
CP1549,SS2022,0.43867915,0.41439585,0.40359167,0.43181665,0.43320835,0.46187085,0.49411665,0.47021665,0.51759165,0.20890417,0.10627916,0.44633335,0.33710833,0.003577087,0.14061336,-0.24784346,0.09354116,0.08532143,0.056885436,0.05289764,0.015108432,0.20928341,3.526252,4.9381933,71.408165,33.74
CP1550,SS2022,0.43087085,0.4228375,0.4100875,0.43203335,0.431475,0.47143335,0.50709165,0.48734165,0.529425,0.20065834,0.1062,0.4477375,0.33735417,0.024308005,0.16080774,10.518654,0.09938804,0.11008228,0.07339333,0.07339209,0.019137666,0.21538368,3.3458088,5.065959,66.080574,33.74
CP1551,SS2022,0.41860415,0.41032915,0.39965833,0.421475,0.42491665,0.46097915,0.49437915,0.47132915,0.51535835,0.19214584,0.10602916,0.43570835,0.32237917,0.022442339,0.16755563,1.6394602,0.09713663,0.10725582,0.071509436,0.061646584,0.012049036,0.21617118,3.6701533,5.3470783,68.66552,33.74
CP1552,SS2022,0.40823333,0.39745417,0.38739167,0.41164165,0.4101,0.43861665,0.47094585,0.44908335,0.49185,0.188675,0.10596666,0.42065,0.31313333,0.016943129,0.15798911,-0.05863755,0.082928285,0.07713246,0.05142545,0.052935902,0.015917953,0.15136553,4.375661,4.334555,100.94935,33.64
CP1553,SS2022,0.40645833,0.392075,0.3804875,0.39134583,0.40554583,0.47254585,0.5210625,0.48574585,0.55431665,0.19297084,0.1060625,0.42519585,0.30037917,0.061511688,0.23068893,4.628115,0.14804517,0.21567988,0.14379801,0.11629993,0.01962106,0.20902812,4.8596675,6.771024,71.7857,33.64
CP1554,SS2022,0.42515835,0.413875,0.40635417,0.43696665,0.44132915,0.4928625,0.534825,0.5041875,0.56335415,0.199775,0.10618334,0.47452915,0.33993333,0.015405335,0.18020006,0.9293153,0.13406424,0.143707,0.095811725,0.084614836,0.015741501,0.19405453,4.353914,5.5310435,78.72895,33.64
CP1555,SS2022,0.41829585,0.40546667,0.40350417,0.450075,0.45265415,0.48562915,0.52283335,0.491725,0.5479125,0.19265,0.1064875,0.49787915,0.36874583,-0.015952697,0.13113202,-0.07274571,0.1128545,0.07624194,0.05083115,0.045525808,0.00776967,0.16580805,4.165141,4.483946,92.89271,33.64
CP1556,SS2022,0.4089625,0.38294167,0.38162083,0.4174375,0.43301665,0.48301665,0.52699585,0.49925415,0.5551875,0.19562916,0.10669166,0.487,0.36357083,0.006433941,0.15102121,0.4261656,0.15627797,0.16928963,0.112867825,0.08689512,0.023971736,0.2316319,3.770435,6.2365766,60.460197,34.21
CP1557,SS2022,0.392425,0.37774583,0.3720375,0.39845833,0.4100875,0.45389585,0.48995835,0.4615,0.50917085,0.18854584,0.10660834,0.43325835,0.31320833,0.022938251,0.18435468,2.5446029,0.12806328,0.14787734,0.0985929,0.07553867,0.013733371,0.19718179,4.0726409,5.6443067,72.228355,34.21
CP1558,SS2022,0.39030833,0.38107917,0.3805,0.4328875,0.4369,0.4743125,0.51399585,0.48304585,0.54404585,0.1911,0.10694166,0.51740415,0.37836667,-0.04919954,0.10532515,0.17382658,0.13717163,0.092780955,0.061857905,0.055284895,0.008694021,0.23413509,3.0731067,5.235115,58.701954,34.21
CP1559,SS2022,0.40037917,0.38398333,0.37609167,0.3827125,0.4000625,0.48784165,0.5385,0.5288,0.56386665,0.19653334,0.10705,0.42462915,0.30270833,0.107406065,0.27167502,1.7505245,0.20860055,0.31816095,0.21212316,0.17346212,0.046966285,0.21089397,4.9308794,6.667258,74.01091,34.21
CP1560,SS2022,0.40443333,0.39190833,0.3797625,0.401125,0.41555,0.4691125,0.51020415,0.4904625,0.53776665,0.19302084,0.1073875,0.45299165,0.33137917,0.036421757,0.19198494,9.104968,0.1516099,0.18488054,0.12326265,0.098298214,0.027096286,0.21999207,4.504621,6.464285,69.567245,35.24
CP1561,SS2022,0.417625,0.40705833,0.39815,0.41897085,0.42595,0.47763335,0.51365835,0.489375,0.537275,0.191,0.107525,0.45265415,0.328075,0.034324843,0.19367015,12.776095,0.12144717,0.1450791,0.09672638,0.082123615,0.013976793,0.18549672,4.518572,5.6208143,80.44341,35.24
CP1562,SS2022,0.39110833,0.38250833,0.37671667,0.40864583,0.41198335,0.44914585,0.48419585,0.459325,0.51160415,0.18305,0.10747916,0.46655415,0.34475833,-0.017629923,0.13102606,-0.71382344,0.107695214,0.09492752,0.06328927,0.057774466,0.011281665,0.2245112,3.2323906,5.1083417,63.278114,35.24
CP1563,SS2022,0.43944585,0.39881667,0.39597083,0.42855835,0.44276665,0.49810835,0.54390835,0.49050835,0.57324165,0.20032916,0.10747084,0.4848875,0.36126667,0.000964648,0.14873458,0.31557426,0.11958376,0.119970776,0.07998606,0.059794802,-0.007141875,0.21555643,4.0198884,5.996218,67.037994,34.17
CP1564,SS2022,0.475525,0.46237915,0.4558625,0.49541665,0.4959125,0.53633335,0.57885835,0.53286665,0.60575835,0.2059125,0.1072875,0.53375,0.3969,-0.008055099,0.13876683,18.396982,0.08641163,0.06504872,0.043368455,0.040767763,-0.001786174,0.21869852,3.3496848,5.0594115,66.2079,34.17
CP1565,SS2022,0.4516375,0.44427085,0.43688335,0.47045835,0.4722,0.51642085,0.5601625,0.52846665,0.59131665,0.20187916,0.10695834,0.514525,0.36999167,0.003514911,0.16571982,0.64390796,0.11304002,0.11348572,0.0756623,0.0702481,0.017873485,0.22227615,3.409439,5.4479556,62.475986,34.17
CP1566,SS2022,0.442375,0.429275,0.42319585,0.46587085,0.46342915,0.50377085,0.54198335,0.50712915,0.5705375,0.20363334,0.10734166,0.5064375,0.3727875,-0.01583488,0.13238557,0.1511454,0.10706509,0.079420075,0.052950244,0.05424844,0.005359289,0.23422456,3.0413762,5.2644744,57.774765,34.17
CP1567,SS2022,0.4366625,0.42080835,0.40852917,0.4291375,0.43777915,0.48922915,0.53064585,0.50564165,0.55833335,0.2034125,0.107525,0.46238335,0.33260417,0.027915338,0.18991373,1.1356843,0.13452724,0.17535332,0.11691159,0.09265951,0.021284623,0.19929373,4.50955,5.765073,78.26592,34.71
CP1568,SS2022,0.42685,0.41189585,0.3994625,0.4277875,0.433225,0.48364585,0.5238625,0.493575,0.55385,0.20030834,0.10754584,0.4696375,0.32774167,0.010847484,0.18618025,0.8279655,0.1330483,0.15053883,0.10036725,0.08468603,0.015135481,0.20398438,4.235289,5.6642985,74.77895,34.71
CP1569,SS2022,0.39558333,0.37275833,0.35619167,0.361425,0.3744,0.47404165,0.53287085,0.5015375,0.56247085,0.190125,0.10741666,0.41006665,0.28978333,0.10420994,0.27356514,-7.69176,0.19743758,0.30317497,0.20213187,0.1739013,0.029566078,0.20972495,4.8186553,6.69853,71.93826,34.71
CP1570,SS2022,0.40384167,0.38822083,0.3798125,0.412325,0.41517085,0.46189585,0.5022375,0.47942085,0.5297,0.18930416,0.10765416,0.4817,0.34573333,-0.006537101,0.15545511,-0.15819916,0.13473937,0.1367772,0.09119117,0.08569323,0.023841862,0.21745957,3.7532373,5.648489,66.44565,34.71
CP1571,SS2022,0.406425,0.39612917,0.38512917,0.41704585,0.42911665,0.47776665,0.51722085,0.4856375,0.54217085,0.18889166,0.10747084,0.47622915,0.34609167,0.000947775,0.15860133,0.9222485,0.13716005,0.14650816,0.09767931,0.07448032,0.011529874,0.21994407,4.0437014,5.8965473,68.56682,33.51
CP1572,SS2022,0.39799583,0.37472,0.363052,0.386052,0.387884,0.44261665,0.47999165,0.451536,0.5053375,0.18650834,0.10746,0.430092,0.31522917,0.01251578,0.17929684,0.04026034,0.121530145,0.13691331,0.09128231,0.08471428,0.022344789,0.18904985,4.3672246,5.3412614,81.76399,33.51
CP1573,SS2022,0.3818,0.3645,0.351952,0.36892,0.374048,0.415196,0.4482,0.4286,0.468252,0.184132,0.10768,0.400368,0.286696,0.019600736,0.18213136,3.049621,0.112013996,0.13892531,0.09262479,0.080225915,0.017269056,0.14524578,4.4117646,4.2969494,102.67361,33.51
CP1574,SS2022,0.403616,0.376104,0.368108,0.38954,0.397512,0.451608,0.491572,0.460828,0.52134,0.195128,0.107616,0.424772,0.301372,0.025048869,0.1960295,-3.008335,0.13686365,0.16994384,0.1133053,0.093848385,0.014268708,0.20260648,4.303981,5.7479978,74.87845,33.41
CP1575,SS2022,0.393776,0.387144,0.374728,0.399184,0.404128,0.453736,0.489016,0.4754,0.512372,0.193008,0.107612,0.43118,0.304248,0.03172168,0.20011546,2.754708,0.14537889,0.17123762,0.11416742,0.10223376,0.029225409,0.21473256,4.1119937,5.9159226,69.50774,33.41
CP1576,SS2022,0.395268,0.373444,0.367116,0.392508,0.413564,0.473592,0.51832,0.48368,0.547068,0.194592,0.107796,0.461932,0.328884,0.015318779,0.18157199,1.0783707,0.16407146,0.1961971,0.1308078,0.0942993,0.014619101,0.21979424,4.1675386,6.1954274,67.268616,33.41
CP1577,SS2022,0.396368,0.38618,0.37088,0.396152,0.402572,0.46374,0.504928,0.4871,0.527808,0.194624,0.10788,0.441328,0.310696,0.04227893,0.21452248,0.58474255,0.16083595,0.18774857,0.12517484,0.109316416,0.024785126,0.21284494,4.186448,6.021059,69.52636,33.41
CP1578,SS2022,0.37204,0.352616,0.340812,0.348492,0.363472,0.443628,0.495808,0.457368,0.521012,0.1859,0.1077,0.387944,0.278084,0.0817651,0.24563293,-2.5876594,0.16707319,0.2502817,0.16686767,0.13535978,0.017707514,0.2020862,4.914222,6.4852257,75.778465,34.48
CP1579,SS2022,0.371368,0.353272,0.345664,0.365256,0.3721,0.460636,0.516784,0.465664,0.547444,0.18622,0.107608,0.42076,0.296332,0.049181473,0.22392893,1.4877385,0.16997957,0.21571977,0.14382383,0.13158947,0.006789389,0.20816113,4.375964,6.0459805,72.38383,34.48
CP1580,SS2022,0.38116,0.362024,0.359628,0.403292,0.410868,0.450292,0.48822,0.458536,0.517504,0.190048,0.107712,0.487544,0.362492,-0.041170068,0.103461675,0.10199894,0.13538764,0.107547015,0.07170294,0.059413593,0.008973031,0.23384935,2.9800312,5.296105,56.289547,34.48
CP1581,SS2022,0.382092,0.360844,0.356008,0.38892,0.397832,0.453008,0.493532,0.463388,0.519024,0.193432,0.10772,0.445964,0.317772,0.003702772,0.16699496,0.2865247,0.15415955,0.1639789,0.10932761,0.09299819,0.013870245,0.21492855,4.0459316,5.888308,68.71134,34.48
CP1582,SS2022,0.38968,0.37434,0.366536,0.4036,0.40924,0.458412,0.4992,0.469016,0.528288,0.197296,0.10778,0.447184,0.31962,0.001392881,0.16429077,0.5597456,0.14837202,0.14548773,0.09699921,0.086818084,0.017933926,0.21712004,3.8719138,5.721755,67.67593,34.89
CP1583,SS2022,0.396576,0.368296,0.358784,0.367276,0.3832,0.47642,0.534208,0.5024,0.565424,0.200184,0.108156,0.412444,0.286804,0.09212238,0.26885542,7.577276,0.19901215,0.2986208,0.19909574,0.16596921,0.031098502,0.20820864,4.8418813,6.649634,72.81633,34.89
CP1584,SS2022,0.403272,0.379852,0.370732,0.401696,0.409796,0.471136,0.517864,0.474076,0.54582,0.196172,0.107928,0.446108,0.31304,0.013236192,0.1843837,-0.8321257,0.1491084,0.16467007,0.109788544,0.095227376,0.009363233,0.22008854,3.8972007,5.9754305,65.220604,34.89
CP1585,SS2022,0.439552,0.427444,0.418128,0.447588,0.45136,0.51618,0.563248,0.52992,0.591808,0.213216,0.107908,0.462288,0.325016,0.054300502,0.22526407,0.9235658,0.14950037,0.17848063,0.11899598,0.11337296,0.023182731,0.22952652,3.9555767,6.4073424,61.727016,34.89
CP1586,SS2022,0.433028,0.425004,0.418512,0.442328,0.447636,0.49462,0.53356,0.51264,0.560216,0.207652,0.107728,0.460416,0.323136,0.03258415,0.20596945,1.5715777,0.13172281,0.16402943,0.10936176,0.0958567,0.028041175,0.25169867,3.0313464,6.2501783,48.495438,34.54
CP1587,SS2022,0.445448,0.435828,0.436232,0.481152,0.493596,0.531484,0.573692,0.53506,0.60112,0.213452,0.107708,0.529424,0.388968,-0.012065208,0.13754725,0.17318374,0.124307185,0.105624534,0.07042104,0.05236871,0.00944888,0.26176357,2.3762053,5.7013593,41.70887,34.54
CP1588,SS2022,0.435192,0.427636,0.428284,0.473748,0.472072,0.498632,0.532372,0.51336,0.556552,0.208132,0.107832,0.51074,0.368684,-0.01710266,0.14129299,-0.16172798,0.104900345,0.07196142,0.047977377,0.04938503,0.017959088,0.25726703,2.5531113,5.5748787,45.79773,34.54
CP1589,SS2022,0.4263,0.409212,0.40678,0.445464,0.446492,0.482956,0.518536,0.489772,0.544272,0.20364,0.107792,0.483664,0.356616,-0.008239899,0.13888738,0.12901111,0.10863858,0.09088271,0.06059285,0.057987895,0.010680529,0.23738724,3.4709868,5.955833,58.281765,35.19
CP1590,SS2022,0.408568,0.402808,0.3972,0.439832,0.43972,0.472488,0.510816,0.486056,0.539008,0.198156,0.10776,0.488428,0.365136,-0.015179865,0.12554683,0.073323555,0.11255907,0.08471421,0.056479722,0.056268632,0.015700176,0.25481528,2.6336975,5.5165734,47.743908,35.19
CP1591,SS2022,0.406072,0.395044,0.391252,0.433576,0.439432,0.470176,0.506556,0.479108,0.53358,0.196128,0.107656,0.50314,0.368524,-0.032462325,0.12136356,0.033079114,0.112700656,0.086737424,0.057828736,0.047913026,0.010983423,0.2513247,2.6645564,5.499726,48.45053,35.19
CP1592,SS2022,0.431344,0.39764,0.385512,0.410844,0.422344,0.457356,0.495108,0.459888,0.521736,0.206336,0.107296,0.452212,0.333276,-0.008495917,0.14223555,2.2688525,0.102494985,0.10800907,0.072011754,0.051788293,0.005345614,0.19977534,4.1775215,5.57346,74.95373,35.19
CP1593,SS2022,0.450512,0.447656,0.44362,0.485756,0.48384,0.515012,0.550292,0.524032,0.576356,0.21166,0.107216,0.513384,0.374,-0.004299755,0.14948879,-0.056244116,0.09836522,0.072764404,0.048512932,0.04873083,0.012460391,0.24684888,2.75325,5.4170117,50.82691,36.29
CP1594,SS2022,0.428364,0.426864,0.4261,0.475132,0.468084,0.496244,0.528744,0.50668,0.54942,0.205236,0.10704,0.5076,0.375008,-0.014813274,0.13431881,1.1822196,0.10014695,0.05798472,0.038658924,0.047112927,0.013840929,0.26015952,2.488885,5.5839143,44.581257,36.29
CP1595,SS2022,0.416944,0.426632,0.421416,0.47074,0.466716,0.493032,0.52582,0.509228,0.545488,0.201528,0.10708,0.519364,0.38758,-0.01990107,0.1252082,-0.013280652,0.10391911,0.06250054,0.04166942,0.045406837,0.015246017,0.27079263,1.9879218,5.913359,33.61782,36.29
CP1596,SS2022,0.378404,0.362592,0.357772,0.390172,0.393484,0.431096,0.466156,0.44496,0.491092,0.183664,0.106556,0.4529,0.334336,-0.015493985,0.13287394,0.02893165,0.119142585,0.111306705,0.07420981,0.0668359,0.015763365,0.23312795,3.1828298,5.585653,56.953587,36.29
CP1597,SS2022,0.395604,0.373132,0.369192,0.405252,0.417328,0.455096,0.490388,0.456452,0.51916,0.190656,0.106276,0.485536,0.361656,-0.04218747,0.10334748,0.055771317,0.12024373,0.10762001,0.07175195,0.050278146,0.001034365,0.22457208,3.5886553,5.81438,61.72007,36.5
CP1598,SS2022,0.43979585,0.41254585,0.40477083,0.43867915,0.4436375,0.472175,0.5075625,0.45789165,0.531075,0.20360416,0.10707084,0.45748335,0.353725,-0.018535186,0.106966175,-0.022743516,0.07069261,0.04338336,0.028924454,0.021598266,-0.014131758,0.19787048,3.6318125,4.841736,75.01402,36.35
CP1599,SS2022,0.444925,0.42975415,0.42297915,0.45532085,0.45365415,0.479225,0.5125125,0.48361665,0.5358875,0.20720833,0.1071125,0.4704125,0.35724583,-0.010762407,0.12296564,0.20823416,0.0769635,0.058017522,0.038681135,0.03771966,0.006125814,0.23373657,3.5288284,6.0395675,58.42753,36.35
CP1600,SS2022,0.4734875,0.452125,0.44188335,0.47733335,0.4799625,0.51225,0.55014585,0.5092,0.57595835,0.22010833,0.10732916,0.49994165,0.38167083,-0.005563702,0.12728333,0.60439175,0.081531145,0.060181282,0.040123567,0.038122077,0.001506476,0.24404259,2.8300706,5.3790746,52.61456,36.35
CP1601,SS2022,0.44866665,0.4717375,0.45237915,0.4752625,0.4709,0.49119165,0.518425,0.5178,0.53672915,0.20220834,0.107425,0.48140415,0.35852083,0.01870213,0.16201353,-0.15376511,0.07320309,0.06929403,0.046198875,0.048959512,0.02432449,0.22817829,3.1542515,5.1723094,60.983974,35.83
CP1602,SS2022,0.43170415,0.41794165,0.40942917,0.43815415,0.43947085,0.46996665,0.503475,0.47510835,0.52704585,0.20182084,0.10742916,0.47192915,0.35458333,-0.009108216,0.13160735,1.2192056,0.082524486,0.07520738,0.050141856,0.04709144,0.008474894,0.15834813,4.2204233,4.424425,95.38951,35.83
CP1603,SS2022,0.42048335,0.40481667,0.399575,0.42958335,0.4302875,0.46653335,0.50014585,0.47608335,0.52471665,0.20170416,0.1074875,0.46643335,0.34700417,-0.002459208,0.14384355,0.008869685,0.10176515,0.09934983,0.06623827,0.061344825,0.011259954,0.14108104,4.4354116,4.2644944,104.00792,35.83
CP1604,SS2022,0.42446665,0.4205875,0.41749585,0.46265415,0.461975,0.49324585,0.52839165,0.5012375,0.5518625,0.1976875,0.107775,0.51119585,0.39757917,-0.018813478,0.105314605,-0.25989637,0.105371006,0.07002375,0.046685427,0.046232846,0.010329368,0.14640395,4.370697,4.3118634,101.36445,35.83
CP1606,SS2022,0.42074165,0.41181665,0.4013375,0.43105415,0.43674585,0.47196665,0.50721665,0.48375,0.5301125,0.199625,0.10745416,0.4709625,0.35242917,0.001771104,0.14295407,-1.641675,0.10957975,0.10841603,0.072282664,0.060653217,0.015098865,0.22789747,3.372312,5.505387,61.232887,34.61
CP1607,SS2022,0.40469583,0.39427083,0.38602917,0.41512915,0.4139625,0.4493125,0.48259585,0.45675835,0.5047875,0.18945,0.10740416,0.44149585,0.32520417,0.002456515,0.15082276,0.2058382,0.098527335,0.09217326,0.06145357,0.061018918,0.012339176,0.22392254,3.4357983,5.388565,63.767654,34.61
CP1608,SS2022,0.41126665,0.3834875,0.37700833,0.39128333,0.41229165,0.49005415,0.5355,0.48884585,0.56166665,0.20098334,0.10720416,0.4215375,0.303975,0.067339666,0.2300959,-6.6713057,0.16086683,0.23232304,0.15489446,0.11283468,0.000501988,0.2121777,4.7437544,6.6340446,71.50516,33.78
CP1609,SS2022,0.42293335,0.411525,0.39755417,0.4267125,0.42657085,0.4539625,0.4866375,0.45777915,0.506975,0.19923334,0.10729584,0.42540415,0.31607083,0.021167245,0.16710457,0.092639096,0.08588389,0.07370207,0.04913877,0.046772905,0.012437482,0.1594195,4.2824727,4.4169583,96.95548,33.78
CP1610,SS2022,0.41455415,0.40631667,0.398975,0.4098,0.41679165,0.46222915,0.49937085,0.47371665,0.5151625,0.19555834,0.10704166,0.3867,0.278,0.10192399,0.26176426,-1.6169735,0.10441256,0.15479338,0.10320454,0.0785809,0.010761056,0.13284944,4.8139165,4.412508,109.110825,33.78
CP1611,SS2022,0.38617083,0.37936667,0.3648875,0.36802083,0.375825,0.43525835,0.473375,0.466625,0.49674165,0.18434166,0.10674584,0.39357917,0.2785,0.08596653,0.2529702,91.41291,0.14587277,0.2258785,0.15059789,0.12922096,0.03799441,0.13587321,4.545277,4.2081456,108.01148,33.78
CP1612,SS2022,0.38053333,0.35480417,0.34502083,0.3562375,0.36630417,0.41967085,0.4588625,0.42024165,0.48192085,0.18327916,0.1065875,0.38251667,0.27904583,0.043484,0.20242627,0.41787216,0.11420651,0.15444723,0.10297353,0.08423717,0.002714837,0.13646781,4.5571323,4.211727,108.20104,33.04
CP1613,SS2022,0.39369583,0.370575,0.3621125,0.37669167,0.3887125,0.44802915,0.49002915,0.46045,0.51892915,0.19110834,0.10624584,0.4192625,0.30761667,0.04340829,0.20027165,1.3641903,0.1403281,0.19353831,0.12903577,0.107121274,0.02244775,0.16020223,5.031575,5.212802,96.528564,33.04
CP1614,SS2022,0.42257085,0.40805417,0.39939167,0.41664585,0.42795415,0.47850835,0.51937085,0.49602085,0.54870835,0.20629583,0.10626666,0.44145,0.32467083,0.05289745,0.20823485,3.5115058,0.13300382,0.17757085,0.11838972,0.09711598,0.028282149,0.14191024,4.4968667,4.2596216,105.56959,33.04
CP1615,SS2022,0.409425,0.396725,0.38728333,0.40656667,0.41590415,0.45485415,0.4870625,0.47902915,0.50637915,0.20032916,0.1063375,0.41957915,0.30839167,0.0544319,0.20514813,2.0406296,0.1288823,0.16259517,0.108405404,0.0919135,0.035586715,0.14639881,4.4371245,4.3088555,102.97832,33.04
CP1616,SS2022,0.41957085,0.405525,0.39627083,0.412075,0.42107085,0.46405415,0.50024165,0.48478335,0.52479165,0.20444584,0.1063625,0.4321875,0.32016667,0.045716856,0.1913189,3.7478855,0.121102385,0.16236204,0.108249865,0.091409385,0.030762486,0.28865427,1.8029304,6.088167,29.61683,33.74
CP1617,SS2022,0.41632085,0.38774583,0.3822875,0.40787083,0.41612085,0.4575875,0.4956625,0.46252915,0.5209125,0.1984125,0.10642084,0.447575,0.33646667,0.004247701,0.14551245,0.4856168,0.11048316,0.11983626,0.07989694,0.06566298,0.009967918,0.21670014,3.6036934,5.36395,67.13687,33.74
CP1618,SS2022,0.41235835,0.39624167,0.3838375,0.40251667,0.40271667,0.43770415,0.4699625,0.44536665,0.4905625,0.19164584,0.10630416,0.4115375,0.307875,0.02725934,0.16521356,0.14478353,0.08207181,0.09131036,0.060878336,0.060332365,0.011295774,0.14472446,4.442694,4.2811327,103.773964,33.74
CP1619,SS2022,0.4136375,0.3986625,0.386,0.3951125,0.4061375,0.45294165,0.48958335,0.45780835,0.509025,0.1951625,0.1063,0.40305417,0.29184583,0.05696299,0.21460104,-0.79950905,0.10257603,0.15848348,0.10566525,0.08021382,0.008558233,0.13523522,5.105155,4.729516,107.942345,33.64
CP1620,SS2022,0.40239583,0.3842625,0.37499583,0.37842917,0.39230417,0.4604125,0.50920415,0.48089165,0.53187085,0.19252916,0.10634584,0.38310833,0.2757125,0.117048115,0.27293417,36.713524,0.14849962,0.2447214,0.16316159,0.13041432,0.025287343,0.1396557,5.0524326,4.765575,106.01965,33.64
CP1621,SS2022,0.41145,0.39888333,0.39376667,0.41780835,0.4258625,0.47605,0.51471665,0.48558335,0.54125835,0.19325,0.10650834,0.4502125,0.32247083,0.025200147,0.18748923,1.0010144,0.12475832,0.14400378,0.09600975,0.080596656,0.011718335,0.13587517,4.541315,4.207004,107.94657,33.64
